user,index_months,year,month,date,weekday,date_formatting,stream_url,length_minute,watchtime_hrs,avg_viewers,peak_viewers,new_followers,followers_hourly,views,views_hourly,Cattegory,co_stream,event
jingburger,11,2021,11,5,5,11/5/2021,https://sullygnome.com/channel/jingburger/stream/44320752589,572,848848,1484,2858,242,24,21725,2228,Just Chatting,,0
jingburger,11,2021,11,4,4,11/4/2021,https://sullygnome.com/channel/jingburger/stream/44310045181,577,878771,1523,2565,173,17,15949,1635,Just Chatting,,0
jingburger,11,2021,11,4,4,11/4/2021,https://sullygnome.com/channel/jingburger/stream/44308809165,68,47260,695,840,26,20,1820,1456,Ring Fit Adventure,,0
jingburger,11,2021,11,3,3,11/3/2021,https://sullygnome.com/channel/jingburger/stream/44298977261,405,507465,1253,2069,159,23,13255,1963,Just Chatting,,0
jingburger,11,2021,11,3,3,11/3/2021,https://sullygnome.com/channel/jingburger/stream/44297774461,93,109833,1181,1559,30,17,3263,1864,Ring Fit Adventure,,0
jingburger,11,2021,11,2,2,11/2/2021,https://sullygnome.com/channel/jingburger/stream/44287255341,409,551332,1348,2350,235,33,20341,2905,Just Chatting,,0
jingburger,11,2021,11,1,1,11/1/2021,https://sullygnome.com/channel/jingburger/stream/44278652829,324,383616,1184,1499,125,22,7399,1345,Just Chatting,,0
jingburger,11,2021,11,1,1,11/1/2021,https://sullygnome.com/channel/jingburger/stream/44275759997,74,62604,846,1055,17,13,1764,1411,Ring Fit Adventure,,0
jingburger,10,2021,10,31,7,10/31/2021,https://sullygnome.com/channel/jingburger/stream/44265442317,582,586656,1008,2059,389,39,34590,3547,Just Chatting,,0
jingburger,10,2021,10,30,6,10/30/2021,https://sullygnome.com/channel/jingburger/stream/44254038925,135,151470,1122,1503,90,36,8037,3214,Just Chatting,,0
jingburger,10,2021,10,28,4,10/28/2021,https://sullygnome.com/channel/jingburger/stream/44230279101,291,398961,1371,2021,130,26,14168,2833,Just Chatting,,0
jingburger,10,2021,10,27,3,10/27/2021,https://sullygnome.com/channel/jingburger/stream/44219613373,518,1046878,2021,3089,278,31,27276,3117,Just Chatting,,0
jingburger,10,2021,10,26,2,10/26/2021,https://sullygnome.com/channel/jingburger/stream/44209858605,206,204970,995,2191,176,50,12915,3690,Roblox,,0
jingburger,10,2021,10,26,2,10/26/2021,https://sullygnome.com/channel/jingburger/stream/44208901997,140,236880,1692,2286,126,50,8485,3394,Just Chatting,,0
jingburger,10,2021,10,24,7,10/24/2021,https://sullygnome.com/channel/jingburger/stream/44186161981,499,508980,1020,1650,333,39,30244,3558,Just Chatting,1,0
jingburger,10,2021,10,23,6,10/23/2021,https://sullygnome.com/channel/jingburger/stream/44174635501,410,726110,1771,2528,247,35,20282,2897,Just Chatting,,0
jingburger,10,2021,10,23,6,10/23/2021,https://sullygnome.com/channel/jingburger/stream/44173142845,145,181685,1253,1734,71,28,8621,3448,Just Chatting,,0
jingburger,10,2021,10,22,5,10/22/2021,https://sullygnome.com/channel/jingburger/stream/44161599261,435,372795,857,1303,216,29,16569,2285,Just Chatting,,0
jingburger,10,2021,10,22,5,10/22/2021,https://sullygnome.com/channel/jingburger/stream/44160705565,63,57015,905,1220,29,23,1935,1548,Ring Fit Adventure,,0
jingburger,10,2021,10,21,4,10/21/2021,https://sullygnome.com/channel/jingburger/stream/44150230221,510,1510620,2962,4469,570,65,32995,3770,Just Chatting,,0
jingburger,10,2021,10,21,4,10/21/2021,https://sullygnome.com/channel/jingburger/stream/44150029181,21,27048,1288,2264,64,128,6276,12552,Just Chatting,,0
jingburger,10,2021,10,20,3,10/20/2021,https://sullygnome.com/channel/jingburger/stream/44139073085,333,426906,1282,1831,361,62,18188,3163,Just Chatting,,0
jingburger,10,2021,10,17,7,10/17/2021,https://sullygnome.com/channel/jingburger/stream/44105343965,680,691560,1017,1786,699,60,35848,3117,Just Chatting,1,0
jingburger,10,2021,10,16,6,10/16/2021,https://sullygnome.com/channel/jingburger/stream/44095730221,40,44240,1106,1443,24,32,1612,2149,Just Chatting,,0
jingburger,10,2021,10,16,6,10/16/2021,https://sullygnome.com/channel/jingburger/stream/44092633917,401,556989,1389,3797,500,74,42188,6250,Just Chatting,,0
jingburger,10,2021,10,13,3,10/13/2021,https://sullygnome.com/channel/jingburger/stream/44056397901,279,420453,1507,1911,163,34,12602,2653,Just Chatting,,0
jingburger,10,2021,10,12,2,10/12/2021,https://sullygnome.com/channel/jingburger/stream/44044940237,613,765024,1248,2477,383,37,29096,2838,Just Chatting,,0
jingburger,10,2021,10,11,1,10/11/2021,https://sullygnome.com/channel/jingburger/stream/44033123341,206,410146,1991,2413,154,44,13212,3774,Just Chatting,,0
jingburger,10,2021,10,10,7,10/10/2021,https://sullygnome.com/channel/jingburger/stream/44020783613,483,636111,1317,3011,477,57,28341,3435,Just Chatting,,0
jingburger,10,2021,10,8,5,10/8/2021,https://sullygnome.com/channel/jingburger/stream/43994754173,467,482878,1034,1836,464,58,35995,4499,Just Chatting,1,0
jingburger,10,2021,10,6,3,10/6/2021,https://sullygnome.com/channel/jingburger/stream/43971164861,198,321552,1624,2268,122,34,10896,3113,Just Chatting,,0
jingburger,10,2021,10,5,2,10/5/2021,https://sullygnome.com/channel/jingburger/stream/43959454173,518,702408,1356,2635,390,44,25984,2969,Just Chatting,,0
jingburger,10,2021,10,3,7,10/3/2021,https://sullygnome.com/channel/jingburger/stream/43932641885,457,752222,1646,2483,355,45,21486,2772,Just Chatting,,0
jingburger,10,2021,10,2,6,10/2/2021,https://sullygnome.com/channel/jingburger/stream/43919752493,195,115050,590,1097,211,64,11123,3422,Just Chatting,1,0
jingburger,10,2021,10,1,5,10/1/2021,https://sullygnome.com/channel/jingburger/stream/43906293629,119,133875,1125,1576,68,34,5336,2668,Just Chatting,,0
jingburger,9,2021,9,30,4,9/30/2021,https://sullygnome.com/channel/jingburger/stream/43895291517,105,85575,815,968,36,20,3112,1778,Just Chatting,,0
jingburger,9,2021,9,30,4,9/30/2021,https://sullygnome.com/channel/jingburger/stream/43894000765,216,282528,1308,1680,161,42,10598,2826,Just Chatting,,0
jingburger,9,2021,9,28,2,9/28/2021,https://sullygnome.com/channel/jingburger/stream/43869690557,292,408508,1399,2537,245,49,12042,2408,Just Chatting,,0
jingburger,9,2021,9,26,7,9/26/2021,https://sullygnome.com/channel/jingburger/stream/43845177693,294,392490,1335,1892,297,59,14757,2951,Just Chatting,,0
jingburger,9,2021,9,25,6,9/25/2021,https://sullygnome.com/channel/jingburger/stream/43831188669,421,591084,1404,2301,386,55,19490,2784,Just Chatting,,0
jingburger,9,2021,9,24,5,9/24/2021,https://sullygnome.com/channel/jingburger/stream/43817573053,537,781872,1456,2015,524,58,25050,2783,Just Chatting,,0
jingburger,9,2021,9,23,4,9/23/2021,https://sullygnome.com/channel/jingburger/stream/43804461117,222,455100,2050,2642,338,90,13640,3637,Just Chatting,,0
jingburger,9,2021,9,22,3,9/22/2021,https://sullygnome.com/channel/jingburger/stream/43792231085,533,821886,1542,3165,987,109,27952,3105,Just Chatting,,0
jingburger,9,2021,9,21,2,9/21/2021,https://sullygnome.com/channel/jingburger/stream/43779741645,245,726425,2965,4013,955,224,17753,4177,Just Chatting,,0
jingburger,9,2021,9,16,4,9/16/2021,https://sullygnome.com/channel/jingburger/stream/43717514189,374,266288,712,1101,193,30,4391,702,Just Chatting,,0
jingburger,9,2021,9,15,3,9/15/2021,https://sullygnome.com/channel/jingburger/stream/43701306957,209,209418,1002,1385,211,60,7983,2280,Just Chatting,,0
jingburger,9,2021,9,14,2,9/14/2021,https://sullygnome.com/channel/jingburger/stream/43688791869,267,336954,1262,1812,480,106,11723,2605,Just Chatting,,0
jingburger,9,2021,9,12,7,9/12/2021,https://sullygnome.com/channel/jingburger/stream/39955394395,295,81125,275,481,396,79,8322,1664,VRChat,,0
jingburger,9,2021,9,11,6,9/11/2021,https://sullygnome.com/channel/jingburger/stream/43647536637,166,82004,494,752,73,24,2738,912,Just Chatting,,0
jingburger,9,2021,9,10,5,9/10/2021,https://sullygnome.com/channel/jingburger/stream/39945378571,346,204140,590,937,137,23,7203,1252,Just Chatting,,0
jingburger,9,2021,9,8,3,9/8/2021,https://sullygnome.com/channel/jingburger/stream/39936285659,415,356900,860,1582,292,41,10945,1563,Just Chatting,,0
jingburger,9,2021,9,5,7,9/5/2021,https://sullygnome.com/channel/jingburger/stream/39922726587,488,171288,351,770,607,73,20158,2443,Just Chatting,1,0
jingburger,9,2021,9,4,6,9/4/2021,https://sullygnome.com/channel/jingburger/stream/43555230637,362,246884,682,1669,172,27,4567,730,VRChat,,0
jingburger,9,2021,9,3,5,9/3/2021,https://sullygnome.com/channel/jingburger/stream/39913312379,289,199410,690,1010,159,31,5119,1023,Just Chatting,,0
jingburger,9,2021,9,2,4,9/2/2021,https://sullygnome.com/channel/jingburger/stream/39908947371,447,275799,617,854,365,48,7707,1027,Just Chatting,,0
gosegu,15,2022,3,14,1,3/14/2022,https://sullygnome.com/channel/gosegugosegu/stream/45843986477,454,3219768,7092,11371,814,105,79823,10299,Just Chatting,,0
gosegu,15,2022,3,12,6,3/12/2022,https://sullygnome.com/channel/gosegugosegu/stream/45820606189,457,3214538,7034,9685,681,85,76622,9577,Just Chatting,,0
gosegu,15,2022,3,11,5,3/11/2022,https://sullygnome.com/channel/gosegugosegu/stream/45807620173,343,1636796,4772,7712,980,163,96898,16149,Just Chatting,,1
gosegu,15,2022,3,10,4,3/10/2022,https://sullygnome.com/channel/gosegugosegu/stream/45797544109,266,958132,3602,8647,556,117,74659,15717,Just Chatting,,0
gosegu,15,2022,3,9,3,3/9/2022,https://sullygnome.com/channel/gosegugosegu/stream/45788580541,203,1057224,5208,6708,322,85,31628,8434,Just Chatting,,0
gosegu,15,2022,3,8,2,3/8/2022,https://sullygnome.com/channel/gosegugosegu/stream/45778132093,567,3683799,6497,9807,843,86,53810,5518,Just Chatting,,0
gosegu,15,2022,3,7,1,3/7/2022,https://sullygnome.com/channel/gosegugosegu/stream/45766988989,362,2448930,6765,9278,579,92,44464,7114,Just Chatting,,0
gosegu,15,2022,3,5,6,3/5/2022,https://sullygnome.com/channel/gosegugosegu/stream/45742451437,629,2649977,4213,9392,678,63,67270,6257,Just Chatting,,0
gosegu,15,2022,3,5,6,3/5/2022,https://sullygnome.com/channel/gosegugosegu/stream/45738493533,141,1021686,7246,8933,379,151,17277,6910,Just Chatting,,0
gosegu,15,2022,3,2,3,3/2/2022,https://sullygnome.com/channel/gosegugosegu/stream/45710346925,640,2191360,3424,4953,504,45,40381,3671,Just Chatting,,0
gosegu,15,2022,3,1,2,3/1/2022,https://sullygnome.com/channel/gosegugosegu/stream/45698781133,474,2870070,6055,12792,794,96,81150,9836,Just Chatting,,0
gosegu,14,2022,2,27,7,2/27/2022,https://sullygnome.com/channel/gosegugosegu/stream/45676302941,1138,7287752,6404,11595,1654,85,138657,7202,Just Chatting,,0
gosegu,14,2022,2,26,6,2/26/2022,https://sullygnome.com/channel/gosegugosegu/stream/45667703741,171,635436,3716,4480,166,55,11998,3999,Just Chatting,,0
gosegu,14,2022,2,24,4,2/24/2022,https://sullygnome.com/channel/gosegugosegu/stream/45640407661,426,1986864,4664,7726,602,80,60893,8119,Just Chatting,,0
gosegu,14,2022,2,23,3,2/23/2022,https://sullygnome.com/channel/gosegugosegu/stream/45628704525,781,3530120,4520,7001,892,67,75088,5667,Just Chatting,,0
gosegu,14,2022,2,22,2,2/22/2022,https://sullygnome.com/channel/gosegugosegu/stream/45618522349,257,1359530,5290,7298,592,131,47726,10605,Just Chatting,,0
gosegu,14,2022,2,20,7,2/20/2022,https://sullygnome.com/channel/gosegugosegu/stream/45595150077,462,1296372,2806,5009,506,63,41324,5165,Just Chatting,,0
gosegu,14,2022,2,19,6,2/19/2022,https://sullygnome.com/channel/gosegugosegu/stream/45581206829,476,2934540,6165,7973,744,90,62932,7628,Just Chatting,,0
gosegu,14,2022,2,17,4,2/17/2022,https://sullygnome.com/channel/gosegugosegu/stream/45557240829,280,1233680,4406,5798,286,57,39589,7917,Just Chatting,,0
gosegu,14,2022,2,16,3,2/16/2022,https://sullygnome.com/channel/gosegugosegu/stream/45546362173,320,1784960,5578,7164,385,70,39093,7107,Just Chatting,,0
gosegu,14,2022,2,15,2,2/15/2022,https://sullygnome.com/channel/gosegugosegu/stream/45534537789,508,2609088,5136,8266,422,48,52691,6021,VRChat,,0
gosegu,14,2022,2,14,1,2/14/2022,https://sullygnome.com/channel/gosegugosegu/stream/45523982173,428,2144280,5010,7681,440,58,58298,7773,Just Chatting,,0
gosegu,14,2022,2,13,7,2/13/2022,https://sullygnome.com/channel/gosegugosegu/stream/45515066093,213,713976,3352,5224,171,42,15225,3806,Just Chatting,1,0
gosegu,14,2022,2,13,7,2/13/2022,https://sullygnome.com/channel/gosegugosegu/stream/45512324077,266,640262,2407,3286,457,96,47083,9912,Minecraft,1,0
gosegu,14,2022,2,11,5,2/11/2022,https://sullygnome.com/channel/gosegugosegu/stream/45486343453,562,2286778,4069,6205,506,51,66086,6778,Just Chatting,,0
gosegu,14,2022,2,9,3,2/9/2022,https://sullygnome.com/channel/gosegugosegu/stream/45464062701,390,1965210,5039,6989,466,69,53777,7966,Just Chatting,,0
gosegu,14,2022,2,8,2,2/8/2022,https://sullygnome.com/channel/gosegugosegu/stream/45453139661,323,1544586,4782,6301,458,79,46367,8063,Just Chatting,,0
gosegu,14,2022,2,7,1,2/7/2022,https://sullygnome.com/channel/gosegugosegu/stream/45443058221,120,912480,7604,8951,217,96,18588,8261,VRChat,,0
gosegu,14,2022,2,6,7,2/6/2022,https://sullygnome.com/channel/gosegugosegu/stream/45430114637,788,3679172,4669,6720,875,64,68918,5105,Just Chatting,,0
gosegu,14,2022,2,5,6,2/5/2022,https://sullygnome.com/channel/gosegugosegu/stream/45416472061,582,3504804,6022,8686,857,85,78096,7809,Just Chatting,,0
gosegu,14,2022,2,3,4,2/3/2022,https://sullygnome.com/channel/gosegugosegu/stream/45392295901,278,1659938,5971,8273,390,78,26700,5340,Just Chatting,,0
gosegu,14,2022,2,2,3,2/2/2022,https://sullygnome.com/channel/gosegugosegu/stream/45379124813,307,1076956,3508,5501,676,122,44731,8132,Just Chatting,,0
gosegu,13,2022,1,30,7,1/30/2022,https://sullygnome.com/channel/gosegugosegu/stream/45344837789,169,837226,4954,5851,253,84,23756,7918,Just Chatting,,0
gosegu,13,2022,1,29,6,1/29/2022,https://sullygnome.com/channel/gosegugosegu/stream/45331524525,634,3139568,4952,7190,798,72,65453,5950,Just Chatting,,0
gosegu,13,2022,1,25,2,1/25/2022,https://sullygnome.com/channel/gosegugosegu/stream/45280986381,322,999488,3104,4240,364,63,34529,6005,Just Chatting,,0
gosegu,13,2022,1,24,1,1/24/2022,https://sullygnome.com/channel/gosegugosegu/stream/45269251181,517,2773188,5364,8668,792,88,65477,7275,Just Chatting,,0
gosegu,13,2022,1,23,7,1/23/2022,https://sullygnome.com/channel/gosegugosegu/stream/45257248269,429,2502357,5833,8015,826,110,51268,6835,Just Chatting,,0
gosegu,13,2022,1,22,6,1/22/2022,https://sullygnome.com/channel/gosegugosegu/stream/45243944381,431,2011046,4666,6790,693,92,47127,6283,Just Chatting,,0
gosegu,13,2022,1,21,5,1/21/2022,https://sullygnome.com/channel/gosegugosegu/stream/45230039213,414,1323144,3196,4327,656,90,44798,6179,Just Chatting,,0
gosegu,13,2022,1,19,3,1/19/2022,https://sullygnome.com/channel/gosegugosegu/stream/45208411677,88,261976,2977,3993,149,85,6997,3998,Just Chatting,,0
gosegu,13,2022,1,19,3,1/19/2022,https://sullygnome.com/channel/gosegugosegu/stream/45207821773,41,126936,3096,4264,86,86,5676,5676,Just Chatting,,0
gosegu,13,2022,1,18,2,1/18/2022,https://sullygnome.com/channel/gosegugosegu/stream/45194616813,346,1920300,5550,7923,864,144,45443,7573,Just Chatting,,0
gosegu,13,2022,1,17,1,1/17/2022,https://sullygnome.com/channel/gosegugosegu/stream/45181270829,252,1634976,6488,8613,752,167,43256,9612,Just Chatting,,0
gosegu,13,2022,1,14,5,1/14/2022,https://sullygnome.com/channel/gosegugosegu/stream/45142689661,452,1840544,4072,5831,708,91,48070,6202,Just Chatting,,0
gosegu,13,2022,1,13,4,1/13/2022,https://sullygnome.com/channel/gosegugosegu/stream/45130301661,483,2087043,4321,6273,841,101,50905,6170,Just Chatting,,0
gosegu,13,2022,1,12,3,1/12/2022,https://sullygnome.com/channel/gosegugosegu/stream/45120037437,314,1445342,4603,6810,409,74,23898,4345,Just Chatting,,0
gosegu,13,2022,1,11,2,1/11/2022,https://sullygnome.com/channel/gosegugosegu/stream/45108079181,264,1461504,5536,7412,647,136,39308,8275,Just Chatting,,0
gosegu,13,2022,1,10,1,1/10/2022,https://sullygnome.com/channel/gosegugosegu/stream/45096456285,311,2095518,6738,12092,916,166,48194,8762,Just Chatting,,0
gosegu,13,2022,1,7,5,1/7/2022,https://sullygnome.com/channel/gosegugosegu/stream/45057645933,374,1152294,3081,3882,497,76,26813,4125,Just Chatting,,0
gosegu,13,2022,1,6,4,1/6/2022,https://sullygnome.com/channel/gosegugosegu/stream/45044022605,561,2057748,3668,5938,949,99,56383,5935,Just Chatting,,0
gosegu,13,2022,1,5,3,1/5/2022,https://sullygnome.com/channel/gosegugosegu/stream/45031217245,254,1297178,5107,8167,464,103,30839,6853,Just Chatting,,0
gosegu,13,2022,1,4,2,1/4/2022,https://sullygnome.com/channel/gosegugosegu/stream/45021252381,539,2614689,4851,7269,1105,119,50206,5427,Just Chatting,,0
gosegu,13,2022,1,2,7,1/2/2022,https://sullygnome.com/channel/gosegugosegu/stream/44995265245,15,26610,1774,3632,43,86,0,0,Just Chatting,,0
gosegu,13,2022,1,1,6,1/1/2022,https://sullygnome.com/channel/gosegugosegu/stream/44987799709,300,877500,2925,4752,326,62,15848,3018,Just Chatting,,0
gosegu,12,2021,12,31,5,12/31/2021,https://sullygnome.com/channel/gosegugosegu/stream/44975161085,651,2618322,4022,5834,1130,102,65932,5993,Just Chatting,,0
gosegu,12,2021,12,29,3,12/29/2021,https://sullygnome.com/channel/gosegugosegu/stream/44950080989,601,2181630,3630,6312,1053,105,50856,5085,Just Chatting,,0
gosegu,12,2021,12,27,1,12/27/2021,https://sullygnome.com/channel/gosegugosegu/stream/44923266077,241,1054375,4375,5685,505,126,28434,7108,Just Chatting,,0
gosegu,12,2021,12,25,6,12/25/2021,https://sullygnome.com/channel/gosegugosegu/stream/44904632317,191,968561,5071,7837,594,182,38374,11807,Just Chatting,,0
gosegu,12,2021,12,24,5,12/24/2021,https://sullygnome.com/channel/gosegugosegu/stream/44894946365,536,1844912,3442,9650,1223,135,52654,5850,Just Chatting,,0
gosegu,12,2021,12,23,4,12/23/2021,https://sullygnome.com/channel/gosegugosegu/stream/44884777869,516,2310132,4477,13940,1136,129,55896,6388,Just Chatting,,0
gosegu,12,2021,12,21,2,12/21/2021,https://sullygnome.com/channel/gosegugosegu/stream/44862304381,425,1258425,2961,4565,1010,139,46999,6482,Just Chatting,,0
gosegu,12,2021,12,19,7,12/19/2021,https://sullygnome.com/channel/gosegugosegu/stream/44841705949,465,506385,1089,1575,480,61,40183,5184,Just Chatting,,0
gosegu,12,2021,12,18,6,12/18/2021,https://sullygnome.com/channel/gosegugosegu/stream/44831470093,476,1173816,2466,3302,390,48,23993,2999,Just Chatting,,0
gosegu,12,2021,12,17,5,12/17/2021,https://sullygnome.com/channel/gosegugosegu/stream/44820142909,522,611784,1172,2368,517,59,34203,3908,VRChat,,1
gosegu,12,2021,12,17,5,12/17/2021,https://sullygnome.com/channel/gosegugosegu/stream/44817882701,116,346492,2987,3608,376,188,17364,8682,Just Chatting,,1
gosegu,12,2021,12,14,2,12/14/2021,https://sullygnome.com/channel/gosegugosegu/stream/44789918333,429,1032603,2407,3641,247,34,19137,2639,Just Chatting,,0
gosegu,12,2021,12,12,7,12/12/2021,https://sullygnome.com/channel/gosegugosegu/stream/44765851389,629,1684462,2678,5712,529,50,62509,5953,Pro Soccer Online,1,0
gosegu,12,2021,12,11,6,12/11/2021,https://sullygnome.com/channel/gosegugosegu/stream/44753247501,147,599319,4077,8022,70,28,11627,4650,Just Chatting,,0
gosegu,12,2021,12,10,5,12/10/2021,https://sullygnome.com/channel/gosegugosegu/stream/44740215821,0,0,167,1621,0,0,0,0,Just Chatting,,0
gosegu,12,2021,12,9,4,12/9/2021,https://sullygnome.com/channel/gosegugosegu/stream/44729386877,443,1000737,2259,3531,158,21,18476,2463,Just Chatting,,0
gosegu,12,2021,12,7,2,12/7/2021,https://sullygnome.com/channel/gosegugosegu/stream/44704794429,508,1170940,2305,3584,170,20,22511,2648,Pro Soccer Online,,0
gosegu,12,2021,12,5,7,12/5/2021,https://sullygnome.com/channel/gosegugosegu/stream/44681508045,981,2459367,2507,3781,400,24,37531,2274,Just Chatting,,0
gosegu,12,2021,12,4,6,12/4/2021,https://sullygnome.com/channel/gosegugosegu/stream/44667893341,587,628677,1071,1653,143,14,20704,2070,Just Chatting,,0
gosegu,12,2021,12,3,5,12/3/2021,https://sullygnome.com/channel/gosegugosegu/stream/44656431469,532,503272,946,1553,162,18,17495,1943,Just Chatting,,0
gosegu,12,2021,12,2,4,12/2/2021,https://sullygnome.com/channel/gosegugosegu/stream/44646376125,451,667029,1479,1950,108,14,10205,1407,Just Chatting,,0
gosegu,11,2021,11,30,2,11/30/2021,https://sullygnome.com/channel/gosegugosegu/stream/44623026205,590,783520,1328,1661,164,16,14659,1465,Just Chatting,,0
gosegu,11,2021,11,29,1,11/29/2021,https://sullygnome.com/channel/gosegugosegu/stream/44612719725,288,373248,1296,1986,90,18,8013,1602,Just Chatting,,0
gosegu,11,2021,11,27,6,11/27/2021,https://sullygnome.com/channel/gosegugosegu/stream/44587461389,643,1090528,1696,2723,155,14,17711,1647,Just Chatting,,0
gosegu,11,2021,11,26,5,11/26/2021,https://sullygnome.com/channel/gosegugosegu/stream/44578659581,0,0,735,1107,1,4,285,1140,League of Legends,,0
gosegu,11,2021,11,26,5,11/26/2021,https://sullygnome.com/channel/gosegugosegu/stream/44573630717,646,935408,1448,2337,129,12,19896,1894,Just Chatting,,0
gosegu,11,2021,11,24,3,11/24/2021,https://sullygnome.com/channel/gosegugosegu/stream/44551690061,786,1160922,1477,2406,186,14,18595,1403,VRChat,,0
gosegu,11,2021,11,24,3,11/24/2021,https://sullygnome.com/channel/gosegugosegu/stream/44550090909,0,0,1250,1398,0,0,0,0,VRChat,,0
gosegu,11,2021,11,23,2,11/23/2021,https://sullygnome.com/channel/gosegugosegu/stream/44540869261,401,578242,1442,2228,76,11,10181,1508,Just Chatting,,0
gosegu,11,2021,11,22,1,11/22/2021,https://sullygnome.com/channel/gosegugosegu/stream/44523934877,236,294056,1246,1922,59,14,5285,1321,Just Chatting,,0
gosegu,11,2021,11,20,6,11/20/2021,https://sullygnome.com/channel/gosegugosegu/stream/44501578429,562,665408,1184,1862,156,16,16596,1746,Just Chatting,,0
gosegu,11,2021,11,19,5,11/19/2021,https://sullygnome.com/channel/gosegugosegu/stream/44487665517,598,1102712,1844,2846,196,19,19543,1954,Just Chatting,,0
gosegu,11,2021,11,16,2,11/16/2021,https://sullygnome.com/channel/gosegugosegu/stream/44454838861,218,229772,1054,1758,55,14,5706,1521,VRChat,,0
gosegu,11,2021,11,16,2,11/16/2021,https://sullygnome.com/channel/gosegugosegu/stream/44453037149,187,230010,1230,1716,77,23,7497,2306,Just Chatting,,0
gosegu,11,2021,11,15,1,11/15/2021,https://sullygnome.com/channel/gosegugosegu/stream/44442869661,304,355072,1168,1576,68,12,6445,1227,Just Chatting,,0
gosegu,11,2021,11,14,7,11/14/2021,https://sullygnome.com/channel/gosegugosegu/stream/44429606061,537,493503,919,1348,186,20,17696,1966,Just Chatting,1,0
gosegu,11,2021,11,13,6,11/13/2021,https://sullygnome.com/channel/gosegugosegu/stream/44416265325,485,1385160,2856,5449,234,28,24827,3009,Just Chatting,,0
gosegu,11,2021,11,12,5,11/12/2021,https://sullygnome.com/channel/gosegugosegu/stream/44403691965,393,518760,1320,2308,143,21,16682,2471,Just Chatting,,0
gosegu,11,2021,11,11,4,11/11/2021,https://sullygnome.com/channel/gosegugosegu/stream/44392997917,340,341020,1003,1444,82,14,7201,1252,Just Chatting,,0
gosegu,11,2021,11,11,4,11/11/2021,https://sullygnome.com/channel/gosegugosegu/stream/44391663277,21,11340,540,932,10,20,475,950,Just Chatting,,0
gosegu,11,2021,11,9,2,11/9/2021,https://sullygnome.com/channel/gosegugosegu/stream/44368464141,586,717850,1225,1686,157,16,16210,1662,Just Chatting,,0
gosegu,11,2021,11,8,1,11/8/2021,https://sullygnome.com/channel/gosegugosegu/stream/44357423309,288,504576,1752,2735,137,27,14911,2982,Just Chatting,,0
gosegu,11,2021,11,5,5,11/5/2021,https://sullygnome.com/channel/gosegugosegu/stream/44320947789,521,469421,901,1380,168,19,19394,2216,Just Chatting,,0
gosegu,11,2021,11,4,4,11/4/2021,https://sullygnome.com/channel/gosegugosegu/stream/44309778893,487,633100,1300,1950,150,18,16726,2027,Just Chatting,,0
gosegu,11,2021,11,3,3,11/3/2021,https://sullygnome.com/channel/gosegugosegu/stream/44299260541,521,600713,1153,1879,169,19,16194,1850,Just Chatting,,0
gosegu,11,2021,11,2,2,11/2/2021,https://sullygnome.com/channel/gosegugosegu/stream/44287787485,623,933877,1499,1980,299,28,26125,2488,Just Chatting,,0
gosegu,10,2021,10,31,7,10/31/2021,https://sullygnome.com/channel/gosegugosegu/stream/44265751949,583,832524,1428,2606,370,37,36748,3769,Just Chatting,,0
gosegu,10,2021,10,30,6,10/30/2021,https://sullygnome.com/channel/gosegugosegu/stream/44255568493,282,280308,994,1325,158,33,14057,2959,Just Chatting,,0
gosegu,10,2021,10,29,5,10/29/2021,https://sullygnome.com/channel/gosegugosegu/stream/44242078413,457,853219,1867,4299,280,37,20251,2700,Just Chatting,,0
gosegu,10,2021,10,27,3,10/27/2021,https://sullygnome.com/channel/gosegugosegu/stream/44219596237,597,1244745,2085,3319,309,30,29406,2940,Just Chatting,,0
gosegu,10,2021,10,26,2,10/26/2021,https://sullygnome.com/channel/gosegugosegu/stream/44209662221,87,101877,1171,1315,68,45,6170,4113,Just Chatting,,0
gosegu,10,2021,10,24,7,10/24/2021,https://sullygnome.com/channel/gosegugosegu/stream/44186117917,463,693574,1498,2670,425,54,35749,4612,Just Chatting,1,0
gosegu,10,2021,10,22,5,10/22/2021,https://sullygnome.com/channel/gosegugosegu/stream/44162834221,435,657720,1512,2149,299,41,19041,2626,Just Chatting,,0
gosegu,10,2021,10,20,3,10/20/2021,https://sullygnome.com/channel/gosegugosegu/stream/44139074301,483,1245657,2579,3789,501,60,37224,4512,Just Chatting,,0
gosegu,10,2021,10,19,2,10/19/2021,https://sullygnome.com/channel/gosegugosegu/stream/44129714253,57,107901,1893,2188,64,64,4598,4598,Just Chatting,,0
gosegu,10,2021,10,18,1,10/18/2021,https://sullygnome.com/channel/gosegugosegu/stream/44118802429,353,499142,1414,2075,218,36,10380,1730,Just Chatting,,0
gosegu,10,2021,10,17,7,10/17/2021,https://sullygnome.com/channel/gosegugosegu/stream/44103835693,585,1231425,2105,3299,648,66,47957,4918,Just Chatting,1,0
gosegu,10,2021,10,16,6,10/16/2021,https://sullygnome.com/channel/gosegugosegu/stream/44092019757,682,1258290,1845,2854,653,56,63471,5519,Just Chatting,,0
gosegu,10,2021,10,14,4,10/14/2021,https://sullygnome.com/channel/gosegugosegu/stream/44069075709,170,483310,2843,3762,235,78,15081,5027,Just Chatting,,0
gosegu,10,2021,10,12,2,10/12/2021,https://sullygnome.com/channel/gosegugosegu/stream/44044978877,365,471215,1291,2125,269,43,20678,3308,Just Chatting,,0
